loan_amnt,int_rate,term,installment,grade,sub_grade,purpose,annual_inc,dti,home_ownership,addr_state,delinq_2yrs,inq_last_6mths,revol_util,open_acc,total_acc,earliest_cr_line,loan_status,total_pymnt,total_rec_prncp,recoveries,issue_d,Employment_length
9800,13.98, 36 months,334.85,C,C3,debt_consolidation,50000.0,26.43,RENT,AL,1.0,1.0,40.5,14.0,31.0,Apr-2006,Fully Paid,11312.71,9800.0,0.0,Jun-2014,3
16000,13.11, 36 months,539.96,B,B4,debt_consolidation,50000.0,23.28,RENT,GA,0.0,0.0,44.4,11.0,16.0,Dec-2004,Fully Paid,19438.1809082081,16000.0,0.0,Apr-2013,10
18000,5.32, 36 months,542.07,A,A1,credit_card,152000.0,11.94,MORTGAGE,VA,0.0,0.0,63.5,12.0,29.0,Feb-1998,Current,18088.39,16629.54,0.0,May-2016,9
19750,7.9, 36 months,617.99,A,A4,debt_consolidation,48000.0,18.18,RENT,CA,0.0,1.0,39.4,14.0,27.0,Jun-1997,Fully Paid,22261.8014527604,19750.0,0.0,Dec-2013,9
10000,7.97, 36 months,313.23,A,A5,credit_card,40000.0,44.25,MORTGAGE,TX,1.0,0.0,50.9,8.0,39.0,Aug-2001,Fully Paid,10712.621931148,10000.0,0.0,Aug-2017,0
18000,13.67, 36 months,612.32,C,C3,debt_consolidation,40000.0,28.11,RENT,VA,0.0,0.0,55.0,8.0,16.0,Jul-2010,Current,20247.57,16204.27,0.0,May-2016,0
20200,17.99, 36 months,730.18,D,D2,debt_consolidation,53680.0,18.54,MORTGAGE,KY,0.0,1.0,98.9,4.0,24.0,Aug-2007,Fully Paid,24280.0333198015,20200.0,0.0,Mar-2017,6
9000,10.91, 36 months,294.27,B,B4,debt_consolidation,47000.0,10.83,OWN,WI,0.0,1.0,72.1,10.0,16.0,Nov-2004,Fully Paid,9492.5660789337,9000.0,0.0,Jun-2017,10
20000,8.46, 60 months,409.95,A,A5,debt_consolidation,79000.0,17.76,MORTGAGE,FL,0.0,1.0,21.3,25.0,43.0,Mar-1993,Current,1630.4,1087.23,0.0,Oct-2018,10
5000,10.99, 36 months,163.67,B,B4,other,52000.0,0.92,OWN,MD,1.0,1.0,4.4,5.0,6.0,Aug-2007,Fully Paid,5001.99,5000.0,0.0,Jun-2016,10
10000,8.38, 36 months,315.12,B,B1,home_improvement,32000.0,15.49,MORTGAGE,MI,9.0,0.0,59.0,5.0,30.0,Sep-1981,Fully Paid,11194.9572622452,10000.0,0.0,Dec-2015,-1
19000,6.67, 36 months,583.81,A,A2,credit_card,77000.0,14.39,MORTGAGE,WV,0.0,0.0,6.9,13.0,31.0,Feb-2005,Current,3495.82,2909.38,0.0,Aug-2018,-1
4000,10.99, 36 months,130.94,B,B4,debt_consolidation,30000.0,1.88,RENT,CT,0.0,0.0,13.3,6.0,37.0,Jan-1995,Fully Paid,4390.39,4000.0,0.0,Jul-2015,-1
35000,17.57, 60 months,880.61,D,D4,debt_consolidation,113000.0,1.91,MORTGAGE,NY,0.0,0.0,67.9,4.0,14.0,Aug-1991,Charged Off,19626.84,7110.28,3810.02,Dec-2015,10
26000,8.46, 36 months,820.28,A,A5,debt_consolidation,92000.0,13.89,RENT,CA,0.0,0.0,50.1,9.0,25.0,Aug-1987,Current,3268.9,2574.99,0.0,Oct-2018,10
21000,22.9, 60 months,590.8,E,E4,small_business,111000.0,7.82,MORTGAGE,AZ,0.0,1.0,85.7,11.0,19.0,Apr-1996,Fully Paid,35226.4163350396,21000.0,0.0,Jan-2014,7
6500,10.49, 36 months,211.24,B,B3,credit_card,44500.0,13.24,RENT,GA,0.0,0.0,63.9,16.0,21.0,Oct-2001,Fully Paid,7609.808614857,6500.0,0.0,Nov-2014,10
11000,7.99, 36 months,344.65,A,A5,debt_consolidation,70000.0,8.66,MORTGAGE,UT,1.0,0.0,37.1,9.0,17.0,Jul-1989,Current,11232.77,10215.39,0.0,May-2017,10
5000,10.99, 36 months,163.67,B,B4,debt_consolidation,30000.0,19.12,MORTGAGE,RI,1.0,0.0,46.3,6.0,14.0,Aug-2006,Current,4766.27,3895.15,0.0,Aug-2016,5
5300,16.99, 36 months,188.94,D,D3,debt_consolidation,60000.0,10.62,RENT,CA,0.0,1.0,98.7,2.0,12.0,Jul-1999,Fully Paid,6779.818901953,5300.0,0.0,Apr-2015,7
19125,16.99, 36 months,681.77,D,D3,debt_consolidation,48000.0,28.38,RENT,IN,0.0,1.0,47.5,13.0,24.0,Jul-2007,Fully Paid,21139.27,19125.0,0.0,May-2015,2
14400,9.17, 36 months,459.06,B,B2,debt_consolidation,55600.0,31.21,MORTGAGE,TX,2.0,0.0,35.1,21.0,33.0,May-1996,Fully Paid,15731.4633333633,14400.0,0.0,Oct-2015,10
21000,16.49, 60 months,516.17,D,D3,debt_consolidation,55000.0,17.13,RENT,NV,1.0,0.0,94.4,7.0,15.0,May-2002,Fully Paid,28034.3866241863,21000.0,0.0,Nov-2014,1
20000,15.61, 60 months,482.23,C,C4,debt_consolidation,127500.0,12.23,RENT,CA,0.0,0.0,51.5,8.0,19.0,Jun-1993,Fully Paid,24911.26,20000.0,0.0,Feb-2014,2
7800,7.89, 36 months,244.03,A,A5,credit_card,95000.0,5.39,MORTGAGE,NJ,0.0,2.0,0.0,7.0,18.0,Nov-1996,Fully Paid,8104.93,7800.0,0.0,May-2016,10
19200,14.31, 60 months,449.85,C,C4,debt_consolidation,100000.0,25.35,MORTGAGE,NY,0.0,2.0,43.8,20.0,29.0,Feb-2003,Charged Off,10991.29,5806.0,560.0,Jan-2015,6
9000,10.42, 36 months,292.19,B,B3,debt_consolidation,37000.0,10.93,RENT,CA,0.0,0.0,51.8,6.0,9.0,Dec-2008,Current,5254.21,4148.63,0.0,Aug-2017,1
12000,11.44, 60 months,263.55,B,B4,credit_card,165000.0,6.57,MORTGAGE,CA,0.0,2.0,40.3,10.0,16.0,Sep-1998,Current,6046.4,3815.38,0.0,Mar-2017,10
12000,10.99, 60 months,260.85,B,B4,debt_consolidation,36000.0,19.87,MORTGAGE,IN,0.0,1.0,53.3,8.0,17.0,Nov-1998,Current,8035.05,5382.45,0.0,Jul-2016,-1
21725,13.11, 36 months,733.16,B,B4,vacation,90000.0,4.45,MORTGAGE,IL,0.0,4.0,13.3,16.0,52.0,Feb-1990,Charged Off,15069.05,8607.57,3352.24,Mar-2013,10
5500,6.67, 36 months,169.0,A,A2,debt_consolidation,50000.0,11.23,MORTGAGE,OR,0.0,1.0,4.3,6.0,11.0,Nov-1998,Current,673.96,558.35,0.0,Oct-2018,1
12000,13.67, 60 months,277.18,C,C3,credit_card,60000.0,15.12,RENT,CA,0.0,0.0,30.2,15.0,17.0,May-2009,Current,9692.19,5999.98,0.0,Mar-2016,10
4000,17.97, 36 months,144.55,D,D1,debt_consolidation,80000.0,23.97,RENT,NJ,0.0,0.0,80.7,21.0,34.0,Aug-2002,Current,429.66,257.77,0.0,Nov-2018,10
8500,11.55, 36 months,280.5,B,B3,debt_consolidation,100000.0,19.31,MORTGAGE,RI,0.0,2.0,57.1,19.0,40.0,Feb-1999,Fully Paid,9919.8300018053,8500.0,0.0,Aug-2013,10
11200,15.61, 60 months,270.05,D,D1,credit_card,48000.0,39.7,RENT,MA,0.0,0.0,88.7,14.0,19.0,Oct-1996,Current,12132.82,7541.69,0.0,May-2015,10
7000,6.07, 36 months,213.18,A,A2,credit_card,55000.0,9.58,OWN,ME,0.0,1.0,34.2,6.0,7.0,Jan-2015,Current,2179.44,1871.09,0.0,Apr-2018,3
18000,15.61, 36 months,629.37,D,D1,debt_consolidation,108000.0,18.01,MORTGAGE,AL,0.0,1.0,58.1,16.0,17.0,May-1999,Fully Paid,22601.8727892491,18000.0,0.0,Aug-2015,3
15000,19.99, 36 months,557.38,D,D4,house,46000.0,29.79,MORTGAGE,NY,1.0,2.0,26.4,8.0,19.0,May-2001,Current,14458.56,9904.72,0.0,Dec-2016,6
9275,15.31, 36 months,322.94,C,C5,debt_consolidation,74000.0,25.04,RENT,CT,1.0,0.0,40.8,9.0,24.0,Apr-2003,Fully Paid,10812.7962590524,9275.0,0.0,Feb-2016,2
14000,11.14, 36 months,459.28,B,B2,credit_card,132000.0,25.91,RENT,PA,0.0,1.0,56.9,20.0,52.0,Sep-1983,Fully Paid,16201.230003522296,14000.0,0.0,Mar-2013,4
23825,18.25, 60 months,608.25,E,E1,debt_consolidation,62610.0,23.63,MORTGAGE,CA,0.0,0.0,64.8,20.0,30.0,Oct-1997,Fully Paid,29339.6200083575,23825.0,0.0,Mar-2015,1
20000,11.67, 60 months,441.57,B,B4,vacation,61000.0,10.2,RENT,PA,0.0,0.0,12.4,18.0,38.0,Nov-1993,Charged Off,428.6,337.84,0.0,Oct-2014,7
16800,8.49, 36 months,530.26,B,B1,debt_consolidation,85400.0,17.27,MORTGAGE,PA,0.0,0.0,43.5,10.0,21.0,Nov-1994,Fully Paid,17686.41,16800.0,0.0,Dec-2015,8
5000,19.99, 36 months,185.8,D,D4,other,26000.0,23.59,MORTGAGE,TX,0.0,0.0,45.6,9.0,22.0,Nov-1990,Current,4267.85,2844.57,0.0,Mar-2017,-1
6700,14.65, 36 months,231.12,C,C5,debt_consolidation,25000.0,14.35,RENT,FL,0.0,0.0,63.0,4.0,9.0,Apr-2008,Fully Paid,7762.7698747168,6700.0,0.0,Jul-2015,0
12600,14.65, 36 months,434.63,C,C5,credit_card,30000.0,22.48,RENT,FL,0.0,0.0,30.1,15.0,26.0,Feb-2009,Charged Off,5093.17,2654.24,1191.76,Mar-2015,1
40000,11.05, 60 months,870.7,B,B4,home_improvement,106000.0,12.94,MORTGAGE,IL,0.0,1.0,15.4,17.0,37.0,Sep-2002,Fully Paid,41220.0613403588,40000.0,0.0,Jun-2018,5
20500,18.06, 36 months,741.75,D,D2,credit_card,110000.0,28.44,MORTGAGE,KS,1.0,1.0,78.2,12.0,27.0,Sep-2001,Fully Paid,23475.0219219549,20500.0,0.0,Dec-2017,3
9000,10.99, 36 months,294.61,B,B4,debt_consolidation,41000.0,29.71,MORTGAGE,TN,0.0,0.0,81.8,10.0,25.0,Apr-1998,Fully Paid,10636.4506989489,9000.0,0.0,Jul-2015,10
16000,10.07, 60 months,340.51,B,B2,debt_consolidation,63000.0,14.25,RENT,TN,0.0,0.0,64.4,7.0,12.0,Dec-2000,Current,2715.13,1699.23,0.0,Jun-2018,10
10050,24.08, 60 months,289.59,F,F2,debt_consolidation,28000.0,17.83,MORTGAGE,AR,0.0,2.0,46.2,12.0,17.0,Mar-1987,Charged Off,8398.11,3414.04,0.0,Jan-2014,7
5100,8.18, 36 months,160.24,B,B1,debt_consolidation,41000.0,4.51,MORTGAGE,MD,0.0,2.0,19.8,11.0,23.0,Mar-2006,Fully Paid,5369.5700004261,5100.0,0.0,Sep-2015,5
10000,7.9, 36 months,312.91,A,A4,credit_card,45000.0,20.24,OWN,TX,0.0,0.0,63.1,9.0,23.0,Oct-2002,Fully Paid,11266.7823320307,10000.0,0.0,Apr-2014,5
16000,5.32, 36 months,481.84,A,A1,home_improvement,63000.0,26.76,MORTGAGE,TX,0.0,0.0,40.0,7.0,25.0,Jul-1996,Current,16400.46,15042.82,0.0,Apr-2016,8
4000,12.62, 36 months,134.05,C,C1,moving,100000.0,9.32,RENT,PA,1.0,0.0,73.3,10.0,39.0,Aug-2005,Current,2880.09,2488.04,0.0,Nov-2017,3
35000,6.71, 36 months,1076.07,A,A3,credit_card,74000.0,24.04,RENT,CA,0.0,1.0,51.0,8.0,16.0,Dec-1998,Fully Paid,36836.8383722439,35000.0,0.0,Feb-2018,8
8000,16.49, 36 months,283.2,D,D3,other,52000.0,25.78,OWN,OK,0.0,1.0,76.3,16.0,33.0,Dec-2000,Charged Off,2252.44,348.91,1700.7,Jan-2015,3
35000,20.0, 36 months,1300.73,D,D4,debt_consolidation,40000.0,66.94,MORTGAGE,PA,0.0,1.0,69.7,13.0,25.0,Nov-1999,Current,19433.17,12111.77,0.0,Nov-2017,4
12000,15.61, 60 months,289.34,D,D1,medical,95000.0,15.99,RENT,NJ,2.0,2.0,75.2,13.0,18.0,Sep-2007,Charged Off,7223.09,3906.75,0.0,Mar-2015,9
11275,13.59, 60 months,259.96,C,C2,debt_consolidation,61000.0,31.1,MORTGAGE,TX,0.0,0.0,38.0,29.0,42.0,Sep-1995,Current,5190.69,2950.33,0.0,Jun-2017,9
20000,15.59, 60 months,482.02,C,C5,home_improvement,65000.0,15.69,MORTGAGE,NV,1.0,0.0,58.8,10.0,25.0,Sep-2004,Current,15407.32,8746.59,0.0,Jun-2016,10
15000,10.15, 36 months,485.07,B,B2,credit_card,125000.0,24.91,OWN,AZ,1.0,3.0,63.7,23.0,53.0,Feb-2001,Fully Paid,17459.5935541996,15000.0,0.0,Oct-2014,1
9550,6.0, 36 months,236.11,G,G1,credit_card,30000.0,33.68,RENT,CA,0.0,2.0,54.6,9.0,12.0,Nov-2007,Fully Paid,12732.34,9550.0,0.0,Aug-2014,3
35000,18.25, 60 months,893.54,D,D3,debt_consolidation,124000.0,23.09,MORTGAGE,PA,0.0,3.0,88.9,16.0,42.0,Jun-1994,Current,52730.54,34118.84,0.0,Mar-2014,10
20000,30.99, 60 months,659.29,G,G5,debt_consolidation,60000.0,23.3,MORTGAGE,AZ,0.0,2.0,70.9,6.0,10.0,Mar-2007,Current,11798.35,3216.35,0.0,Aug-2017,10
9800,12.74, 36 months,328.98,C,C1,other,65000.0,22.77,MORTGAGE,IN,2.0,1.0,9.9,28.0,47.0,Apr-1998,Current,7250.56,5538.6,0.0,Apr-2017,10
5000,11.55, 36 months,165.0,B,B4,other,114000.0,0.63,RENT,DC,0.0,0.0,2.8,2.0,18.0,Oct-2004,Current,1046.79,870.17,0.0,Oct-2018,5
19600,10.99, 60 months,426.06,B,B4,debt_consolidation,55000.0,26.62,MORTGAGE,FL,0.0,2.0,66.0,10.0,22.0,Dec-2002,Current,12343.77,8147.19,0.0,Sep-2016,10
35000,11.44, 60 months,768.69,B,B4,debt_consolidation,130000.0,14.64,MORTGAGE,DE,0.0,0.0,75.3,14.0,40.0,Aug-1989,Fully Paid,43296.4030649728,35000.0,0.0,Nov-2014,6
1000,12.62, 36 months,33.52,C,C1,debt_consolidation,30000.0,20.92,RENT,NY,0.0,0.0,14.1,10.0,13.0,Nov-2005,Current,745.16,583.46,0.0,Jun-2017,10
24000,8.39, 36 months,756.4,B,B1,debt_consolidation,60000.0,9.56,MORTGAGE,TX,0.0,0.0,72.0,7.0,19.0,Apr-1994,Fully Paid,26108.379655287,24000.0,0.0,Apr-2016,10
12000,7.26, 36 months,371.96,A,A4,credit_card,56500.0,6.88,OWN,OR,0.0,0.0,60.2,5.0,8.0,Aug-1985,Fully Paid,13354.3909045994,12000.0,0.0,Jul-2015,10
10800,13.18, 60 months,246.73,C,C3,debt_consolidation,51000.0,17.04,MORTGAGE,NC,1.0,0.0,41.6,15.0,21.0,May-2005,Fully Paid,13212.6569974664,10800.0,0.0,Nov-2015,7
10000,17.47, 60 months,251.06,D,D1,credit_card,25000.0,13.11,RENT,CA,0.0,0.0,1.1,4.0,6.0,Nov-2013,Charged Off,492.41,212.49,0.0,Jun-2018,2
10200,11.05, 60 months,222.03,B,B4,home_improvement,95000.0,17.08,MORTGAGE,TX,0.0,0.0,28.5,7.0,21.0,Nov-2012,Current,1769.98,1058.49,0.0,Jun-2018,5
12000,19.92, 36 months,445.48,D,D3,credit_card,52000.0,16.89,RENT,IL,0.0,0.0,79.9,7.0,12.0,Nov-2006,Current,877.68,496.65,0.0,Dec-2018,3
10000,13.33, 60 months,229.23,C,C3,home_improvement,59800.0,28.08,MORTGAGE,KS,0.0,3.0,17.2,22.0,37.0,Mar-1975,Current,9171.13,5909.66,0.0,Oct-2015,10
15000,17.57, 60 months,377.41,D,D2,home_improvement,81000.0,27.01,MORTGAGE,MI,3.0,1.0,80.4,10.0,30.0,Jun-1999,Current,21542.74,13883.21,0.0,Apr-2014,10
25000,16.14, 36 months,880.66,C,C4,credit_card,175000.0,26.09,MORTGAGE,OH,0.0,0.0,84.0,19.0,31.0,Aug-2004,Fully Paid,26429.4474063256,25000.0,0.0,Jul-2018,10
24000,9.17, 36 months,765.1,B,B2,debt_consolidation,65000.0,17.87,RENT,CA,0.0,0.0,78.2,11.0,20.0,Oct-2003,Fully Paid,27561.6466106876,24000.0,0.0,Sep-2015,3
20000,8.19, 36 months,628.49,A,A5,other,52000.0,14.56,RENT,TX,0.0,0.0,5.0,6.0,11.0,Feb-2010,Fully Paid,22612.91660979,20000.0,0.0,Feb-2015,3
18000,11.99, 60 months,400.31,B,B5,other,41000.0,19.79,OWN,MS,0.0,1.0,0.6,12.0,26.0,Sep-1972,Current,6380.98,3804.43,0.0,Oct-2017,-1
15000,10.99, 60 months,326.07,B,B4,debt_consolidation,183500.0,27.99,MORTGAGE,TX,2.0,0.0,43.7,17.0,34.0,Oct-2007,Current,14654.83,10450.03,0.0,May-2015,3
20400,15.05, 36 months,707.68,C,C4,debt_consolidation,35000.0,0.86,RENT,OK,0.0,0.0,5.2,2.0,4.0,Mar-2002,Current,12797.63,9060.77,0.0,Aug-2017,7
6350,10.99, 36 months,207.87,B,B2,credit_card,36000.0,21.29,MORTGAGE,OH,1.0,1.0,55.3,12.0,39.0,Nov-1986,Charged Off,2494.44,1888.04,2.55,Nov-2013,2
16000,16.99, 60 months,397.56,D,D1,debt_consolidation,50000.0,7.83,RENT,WA,0.0,0.0,71.1,7.0,11.0,Mar-2007,Current,9526.34,4844.08,0.0,Feb-2017,2
21425,14.49, 36 months,737.37,C,C4,debt_consolidation,97000.0,21.57,MORTGAGE,VA,2.0,1.0,91.8,15.0,21.0,Feb-2005,Charged Off,10377.3,7238.03,0.0,Sep-2016,10
5000,11.31, 36 months,164.43,B,B3,debt_consolidation,70000.0,9.15,MORTGAGE,FL,0.0,1.0,69.4,5.0,9.0,Dec-2010,Current,338.29,235.72,0.0,Dec-2018,1
15000,14.07, 60 months,349.57,C,C3,debt_consolidation,42000.0,27.14,RENT,NY,0.0,2.0,33.8,13.0,18.0,Aug-2007,Current,3483.98,1831.52,0.0,Apr-2018,6
12000,7.02, 36 months,370.64,A,A2,credit_card,70000.0,10.73,OWN,NY,1.0,0.0,10.1,20.0,33.0,May-1994,Current,358.94,300.44,0.0,Dec-2018,10
20000,13.99, 36 months,683.46,C,C3,credit_card,72000.0,6.13,RENT,AL,0.0,0.0,36.7,14.0,19.0,Nov-1996,Fully Paid,20331.0568647991,20000.0,0.0,Dec-2016,10
35000,17.57, 36 months,1257.8,D,D4,debt_consolidation,150000.0,18.94,MORTGAGE,AZ,0.0,1.0,54.2,20.0,49.0,Jun-2002,Fully Paid,40103.26,35000.0,0.0,Oct-2015,4
16450,16.4, 60 months,403.54,E,E1,vacation,40000.0,21.06,RENT,CA,0.0,0.0,59.9,5.0,8.0,Sep-2000,Charged Off,9951.76,4775.95,672.3,Mar-2011,7
4000,13.59, 36 months,135.92,C,C2,debt_consolidation,84000.0,14.41,OWN,NC,0.0,1.0,45.4,15.0,31.0,Jan-1995,Current,1759.41,1261.53,0.0,Jan-2018,-1
10000,13.05, 36 months,337.19,B,B5,credit_card,110000.0,15.78,RENT,MD,0.0,0.0,93.1,6.0,14.0,Sep-1998,Fully Paid,11212.0347792123,10000.0,0.0,Sep-2013,2
10000,11.31, 36 months,328.86,B,B3,credit_card,45000.0,35.97,RENT,TX,0.0,0.0,16.9,16.0,23.0,Mar-2010,Current,651.44,471.43,0.0,Dec-2018,7
40000,14.49, 60 months,940.93,C,C4,debt_consolidation,200000.0,10.76,RENT,FL,0.0,0.0,45.4,11.0,26.0,May-2000,Current,26313.84,15148.44,0.0,Oct-2016,6
16000,13.99, 36 months,546.77,C,C3,major_purchase,98000.0,9.34,RENT,GA,0.0,0.0,24.5,11.0,17.0,Sep-2005,Charged Off,9816.99,7168.58,0.0,Aug-2016,3
16000,17.47, 60 months,401.7,D,D1,debt_consolidation,30528.0,18.85,MORTGAGE,LA,0.0,0.0,38.9,11.0,45.0,Sep-1986,Current,4001.47,1802.63,0.0,Apr-2018,-1
12000,21.45, 36 months,454.88,D,D5,credit_card,66432.0,26.58,MORTGAGE,CO,1.0,0.0,79.1,9.0,18.0,Mar-1983,Fully Paid,13081.2880628994,12000.0,0.0,Sep-2017,-1
15000,9.17, 36 months,478.19,B,B1,debt_consolidation,61000.0,21.89,RENT,NM,0.0,0.0,70.0,26.0,62.0,May-1999,Fully Paid,17214.5791933746,15000.0,0.0,Oct-2014,2
25000,7.24, 36 months,774.68,A,A3,debt_consolidation,123000.0,14.01,MORTGAGE,OH,0.0,0.0,30.6,13.0,29.0,Oct-2004,Fully Paid,26720.6616950217,25000.0,0.0,Feb-2017,10
20000,11.8, 36 months,662.38,B,B4,debt_consolidation,143000.0,14.99,MORTGAGE,FL,0.0,1.0,71.9,13.0,22.0,Dec-2003,Current,1311.65,936.01,0.0,Dec-2018,6
10000,11.53, 36 months,329.91,B,B5,medical,50000.0,15.03,RENT,GA,0.0,1.0,77.8,5.0,14.0,Feb-2005,Fully Paid,11894.011840583,10000.0,0.0,Oct-2015,2
10000,9.17, 36 months,318.79,B,B2,credit_card,50000.0,8.17,RENT,IL,0.0,0.0,79.8,9.0,18.0,Sep-1993,Fully Paid,11284.3373930833,10000.0,0.0,Nov-2015,2
1700,14.47, 36 months,58.5,C,C2,debt_consolidation,190000.0,17.34,MORTGAGE,MI,0.0,1.0,59.0,24.0,47.0,Jun-2001,Current,173.45,115.38,0.0,Nov-2018,10
24000,7.39, 36 months,745.34,A,A4,credit_card,100000.0,15.73,MORTGAGE,NY,0.0,1.0,20.8,29.0,61.0,Jul-1996,Charged Off,8934.23,7417.1,0.0,Apr-2016,10
18000,13.66, 36 months,612.23,C,C3,debt_consolidation,43000.0,21.6,RENT,CA,0.0,0.0,79.0,10.0,12.0,Oct-2006,Fully Paid,20028.04,18000.0,0.0,Jan-2015,10
3500,11.99, 36 months,116.24,B,B5,major_purchase,43000.0,3.35,RENT,WA,1.0,0.0,31.5,7.0,13.0,Apr-1997,Current,2706.23,2193.99,0.0,Jul-2017,10
10000,13.56, 36 months,339.65,C,C1,debt_consolidation,79000.0,6.7,MORTGAGE,NJ,0.0,1.0,59.6,7.0,7.0,Dec-2005,Fully Paid,10337.7882127498,10000.0,0.0,Jul-2018,10
9600,26.3, 36 months,388.33,E,E5,debt_consolidation,26700.0,32.09,OWN,PA,3.0,0.0,80.7,11.0,15.0,May-2000,Charged Off,3175.15,1330.46,0.0,Jun-2017,-1
8000,13.65, 36 months,272.07,C,C1,credit_card,34000.0,30.18,RENT,MI,0.0,1.0,92.6,10.0,20.0,Jun-2001,Fully Paid,9794.2140369736,8000.0,0.0,Apr-2014,-1
16000,14.49, 36 months,550.66,C,C4,debt_consolidation,79250.0,28.91,RENT,OH,5.0,1.0,58.1,21.0,38.0,Nov-2002,Charged Off,9204.86,5416.85,1482.01,Jul-2016,3
8000,16.29, 36 months,282.41,C,C4,debt_consolidation,36100.0,32.88,RENT,NV,0.0,0.0,91.0,14.0,25.0,Jul-1999,Fully Paid,10166.4375709893,8000.0,0.0,Jan-2013,3
4500,7.35, 36 months,139.67,A,A4,debt_consolidation,35000.0,6.69,RENT,CA,1.0,0.0,15.4,9.0,14.0,Mar-1999,Fully Paid,4692.9684507577,4500.0,0.0,Aug-2017,3
6000,12.98, 36 months,202.11,B,B5,debt_consolidation,67000.0,36.9,RENT,FL,0.0,0.0,81.0,9.0,21.0,Mar-1987,Current,595.51,416.1,0.0,Nov-2018,-1
24350,7.89, 36 months,761.81,A,A5,debt_consolidation,80000.0,16.53,MORTGAGE,AZ,0.0,0.0,37.2,20.0,42.0,Dec-1982,Fully Paid,26381.9345728941,24350.0,0.0,Dec-2015,0
15000,11.49, 36 months,494.57,B,B5,debt_consolidation,50000.0,14.79,MORTGAGE,TX,1.0,0.0,47.4,7.0,27.0,Jul-2001,Current,11903.19,9418.65,0.0,Feb-2017,10
15000,9.75, 60 months,316.87,B,B3,debt_consolidation,135000.0,4.56,RENT,NY,1.0,1.0,61.5,7.0,14.0,Mar-2002,Current,11082.33,7857.52,0.0,Mar-2016,1
35000,11.53, 36 months,1154.66,B,B5,debt_consolidation,98400.0,26.65,MORTGAGE,OH,0.0,0.0,39.3,19.0,37.0,Jun-1984,Charged Off,18431.44,12200.95,2288.62,Mar-2015,10
9250,14.65, 36 months,319.08,C,C5,debt_consolidation,33000.0,34.04,MORTGAGE,GA,0.0,0.0,89.4,6.0,35.0,Mar-2004,Fully Paid,10727.06,9250.0,0.0,Jul-2015,10
1800,20.0, 36 months,66.9,D,D4,car,36900.0,23.54,RENT,NV,0.0,1.0,84.8,4.0,4.0,Sep-2011,Fully Paid,2160.9601818261,1800.0,0.0,Sep-2017,2
3000,10.42, 36 months,97.4,B,B3,other,24000.0,18.55,OWN,MO,0.0,0.0,81.5,6.0,10.0,Jan-2007,Current,1554.93,1219.05,0.0,Oct-2017,-1
32000,16.14, 60 months,780.57,C,C4,debt_consolidation,61000.0,14.48,MORTGAGE,NY,0.0,1.0,12.7,20.0,26.0,Jul-2007,Current,2284.32,1064.7,0.0,Nov-2018,1
6400,8.9, 36 months,203.23,A,A5,credit_card,80000.0,13.49,RENT,CO,0.0,0.0,69.1,7.0,15.0,Dec-1999,Fully Paid,7315.8999999988,6400.0,0.0,Jun-2012,0
40000,16.02, 60 months,973.15,C,C5,debt_consolidation,70000.0,38.18,MORTGAGE,GA,0.0,1.0,81.2,14.0,23.0,Apr-1986,Current,17445.5,8868.87,0.0,Aug-2017,10
15000,7.9, 36 months,469.36,A,A4,major_purchase,105000.0,14.97,MORTGAGE,TX,0.0,1.0,46.4,11.0,26.0,Jun-2001,Fully Paid,15720.7772910992,15000.0,0.0,Mar-2014,3
18125,15.61, 60 months,437.02,D,D1,debt_consolidation,75000.0,32.89,MORTGAGE,GA,0.0,0.0,60.3,22.0,45.0,Apr-1994,Charged Off,12585.07,6178.7,1253.99,Oct-2014,3
27000,19.99, 60 months,715.19,E,E4,credit_card,64000.0,17.53,MORTGAGE,IN,0.0,2.0,60.8,7.0,19.0,Mar-1995,Current,30182.6,16132.04,0.0,Sep-2015,10
11200,8.39, 36 months,352.99,A,A5,debt_consolidation,75000.0,10.0,OWN,IL,0.0,1.0,57.4,10.0,14.0,Mar-1978,Fully Paid,12699.3949103913,11200.0,0.0,Nov-2014,10
8000,14.07, 36 months,273.7,C,C3,debt_consolidation,67500.0,18.76,RENT,NY,0.0,0.0,71.9,15.0,21.0,May-2010,Late (31-120 days),1362.25,920.84,0.0,May-2018,8
21000,7.9, 36 months,657.1,A,A4,debt_consolidation,130000.0,16.53,OWN,MN,1.0,1.0,72.9,14.0,27.0,Jun-1989,Fully Paid,23631.0171897401,21000.0,0.0,Apr-2014,1
9325,15.61, 36 months,326.05,D,D1,home_improvement,40200.0,8.81,MORTGAGE,AZ,1.0,1.0,31.0,7.0,8.0,Oct-2007,Fully Paid,11620.19,9325.0,0.0,Jul-2014,4
10000,10.99, 36 months,327.34,B,B2,debt_consolidation,53000.0,25.77,MORTGAGE,NV,0.0,3.0,49.9,12.0,27.0,Sep-1997,Fully Paid,11784.2322316165,10000.0,0.0,Mar-2014,10
28000,25.49, 60 months,829.91,E,E4,debt_consolidation,70000.0,28.63,RENT,VA,1.0,0.0,72.9,8.0,20.0,Jan-2007,Current,17428.12,6104.41,0.0,Apr-2017,10
35000,6.11, 60 months,678.44,A,A1,credit_card,75000.0,27.65,RENT,CO,0.0,0.0,22.1,19.0,43.0,Jun-1994,Current,4058.76,3039.86,0.0,Aug-2018,5
