loan_amnt,term_months,int_rate,installment,grade_ord,sub_grade_ord,emp_length_years,annual_inc,dti,revol_util,inq_last_6mths,open_acc,total_acc,issue_d_year,issue_d_month,earliest_cr_line_year,earliest_cr_line_month,credit_history_age_months,addr_state,loan_status,total_pymnt,total_rec_prncp
12450,60.0,25.29,367.55,3.0,25.0,10.0,64000.0,29.12,51.1,0.0,13.0,21.0,2016.0,7.0,1998.0,4.0,219.0,OH,Charged Off,6375.27,1553.4
22400,60.0,14.49,526.92,5.0,14.0,0.0,110000.0,13.5,36.8,0.0,16.0,28.0,2016.0,8.0,2005.0,4.0,136.0,FL,Fully Paid,27628.231561809,22400.0
6500,36.0,16.02,228.59,5.0,15.0,10.0,30000.0,4.24,19.5,1.0,6.0,11.0,2017.0,12.0,2004.0,3.0,165.0,NJ,Current,3194.48,2167.24
35000,60.0,17.86,886.11,4.0,20.0,10.0,102000.0,13.26,77.6,1.0,11.0,23.0,2015.0,5.0,1989.0,6.0,311.0,NJ,Fully Paid,46489.2121309615,35000.0
11200,36.0,13.59,380.57,5.0,12.0,10.0,80000.0,14.19,60.7,1.0,6.0,14.0,2017.0,8.0,1991.0,9.0,311.0,CA,Current,6841.8,5034.5
30000,60.0,23.1,847.44,3.0,24.0,7.0,79000.0,13.52,38.3,2.0,23.0,47.0,2013.0,10.0,1998.0,12.0,178.0,VA,Fully Paid,50867.1364459137,30000.0
6000,36.0,7.89,187.72,7.0,5.0,2.0,34300.0,12.46,43.8,0.0,13.0,20.0,2015.0,8.0,2003.0,4.0,148.0,FL,Fully Paid,6755.041951054,6000.0
6000,36.0,8.39,189.1,6.0,6.0,0.0,55000.0,10.38,35.3,2.0,5.0,8.0,2016.0,2.0,2009.0,11.0,75.0,CA,Fully Paid,6792.9562552721,6000.0
4675,36.0,9.93,150.7,6.0,7.0,5.0,72000.0,17.07,28.0,0.0,18.0,22.0,2017.0,11.0,2005.0,8.0,147.0,NV,Fully Paid,5021.6413088225,4675.0
14000,36.0,6.03,426.1,7.0,1.0,10.0,38000.0,9.35,42.9,0.0,11.0,23.0,2012.0,2.0,1997.0,12.0,170.0,MI,Fully Paid,15263.695699301,14000.0
24000,60.0,10.42,514.91,6.0,8.0,9.0,135000.0,11.98,14.5,1.0,5.0,9.0,2017.0,10.0,1996.0,3.0,259.0,FL,Current,8224.67,5236.86
26400,36.0,15.31,919.18,5.0,15.0,6.0,55000.0,25.01,58.2,1.0,8.0,8.0,2016.0,2.0,2003.0,12.0,146.0,CA,Charged Off,17661.01,10978.02
40000,36.0,9.49,1281.14,6.0,7.0,10.0,300000.0,14.63,56.4,0.0,11.0,35.0,2016.0,9.0,1997.0,1.0,236.0,NY,Current,37131.97,31309.46
14375,60.0,13.99,334.41,5.0,13.0,9.0,109000.0,20.25,14.6,4.0,12.0,35.0,2016.0,10.0,1998.0,4.0,222.0,CT,Fully Paid,14937.5691260642,14375.0
20000,36.0,11.99,664.2,5.0,11.0,10.0,90000.0,10.87,39.3,1.0,16.0,47.0,2016.0,2.0,1994.0,1.0,265.0,KS,Fully Paid,22925.196826991,20000.0
16000,36.0,9.17,510.07,6.0,7.0,5.0,165000.0,16.2,60.4,0.0,19.0,35.0,2015.0,12.0,2003.0,7.0,149.0,CA,Charged Off,5386.65,3185.75
1000,36.0,12.49,33.45,6.0,10.0,3.0,41000.0,26.2,21.0,2.0,4.0,16.0,2014.0,10.0,1994.0,11.0,239.0,CA,Fully Paid,1055.92,1000.0
8000,36.0,6.67,245.82,7.0,2.0,2.0,40000.0,29.73,23.3,0.0,9.0,20.0,2018.0,7.0,2004.0,11.0,164.0,CA,Current,1729.64,1433.2
5000,36.0,13.49,169.66,5.0,12.0,6.0,45000.0,31.65,66.6,1.0,7.0,19.0,2017.0,4.0,2007.0,2.0,122.0,VA,Current,3737.85,2813.86
15000,36.0,6.39,458.99,7.0,2.0,7.0,130000.0,12.82,54.8,0.0,7.0,28.0,2015.0,2.0,2000.0,9.0,173.0,NY,Charged Off,10296.37,8400.0
7200,36.0,7.69,224.6,7.0,4.0,10.0,55000.0,7.51,92.3,1.0,9.0,26.0,2014.0,10.0,2001.0,9.0,157.0,NH,Fully Paid,8084.4364232568,7200.0
12500,36.0,5.32,376.44,7.0,1.0,2.0,67300.0,14.91,20.5,0.0,9.0,35.0,2017.0,3.0,2006.0,8.0,127.0,IL,Fully Paid,13320.8283771151,12500.0
16000,36.0,7.84,500.21,7.0,4.0,2.0,50000.0,32.84,55.2,0.0,8.0,21.0,2018.0,7.0,2003.0,9.0,178.0,PA,Current,3959.87,3238.75
36000,60.0,13.59,830.03,5.0,12.0,0.0,42000.0,22.56,7.3,1.0,21.0,30.0,2017.0,12.0,2002.0,10.0,182.0,FL,Current,11552.47,6368.21
10000,36.0,5.32,301.15,7.0,1.0,1.0,31000.0,8.32,15.8,1.0,15.0,25.0,2015.0,6.0,1988.0,11.0,319.0,NC,Fully Paid,10653.5181487854,10000.0
10000,36.0,13.59,339.79,5.0,12.0,10.0,34000.0,21.32,52.1,0.0,8.0,16.0,2017.0,9.0,1993.0,11.0,286.0,AL,Current,5768.88,4220.66
21000,36.0,9.99,677.52,6.0,8.0,4.0,76000.0,20.67,54.7,0.0,9.0,34.0,2015.0,3.0,2002.0,5.0,154.0,GA,Fully Paid,22916.32,21000.0
24000,60.0,15.31,574.88,5.0,15.0,6.0,60156.0,18.35,82.8,0.0,10.0,15.0,2016.0,3.0,2007.0,4.0,107.0,CA,Fully Paid,30900.5129233042,24000.0
21000,36.0,5.32,632.42,7.0,1.0,10.0,95000.0,0.32,0.6,0.0,13.0,24.0,2017.0,6.0,1977.0,7.0,479.0,CO,Current,12642.19,11253.0
2700,36.0,9.17,86.08,6.0,6.0,5.0,25000.0,29.13,85.8,0.0,12.0,19.0,2014.0,7.0,2008.0,10.0,69.0,CA,Fully Paid,3098.3203840756,2700.0
35000,36.0,15.61,1223.77,4.0,16.0,8.0,200000.0,6.22,65.1,1.0,21.0,45.0,2015.0,4.0,2001.0,2.0,170.0,MI,Charged Off,37982.71,29069.98
25000,36.0,9.67,802.82,6.0,6.0,9.0,168000.0,16.41,70.0,0.0,14.0,35.0,2014.0,2.0,1990.0,1.0,289.0,NC,Fully Paid,28351.3900000797,25000.0
8400,36.0,13.99,287.06,5.0,14.0,10.0,124000.0,19.09,67.9,2.0,21.0,30.0,2015.0,10.0,1994.0,5.0,257.0,WI,Fully Paid,9510.2400008195,8400.0
20000,60.0,15.99,486.26,5.0,15.0,3.0,69000.0,21.03,43.7,0.0,6.0,11.0,2016.0,12.0,2003.0,5.0,163.0,CA,Late (31-120 days),11678.83,6167.26
10000,36.0,13.49,339.31,5.0,12.0,10.0,28000.0,29.49,16.5,3.0,32.0,48.0,2017.0,4.0,1987.0,11.0,353.0,OH,Current,7457.33,5627.47
13000,36.0,5.32,391.5,7.0,1.0,10.0,80000.0,4.76,39.7,0.0,7.0,14.0,2016.0,1.0,1999.0,3.0,202.0,CA,Fully Paid,13984.6961653999,13000.0
16000,60.0,12.62,360.95,5.0,11.0,10.0,80000.0,33.47,62.2,1.0,25.0,45.0,2017.0,11.0,1987.0,6.0,365.0,SC,Current,5369.38,3113.03
5500,36.0,8.18,172.81,6.0,6.0,10.0,56000.0,16.18,36.7,0.0,8.0,17.0,2015.0,10.0,1998.0,6.0,208.0,NY,Fully Paid,6143.8750751806,5500.0
1800,36.0,11.53,59.39,6.0,10.0,4.0,104000.0,26.64,87.0,1.0,17.0,31.0,2015.0,4.0,2001.0,7.0,165.0,CA,Fully Paid,2023.35,1800.0
6000,36.0,10.99,196.41,6.0,9.0,7.0,70400.0,21.96,30.1,0.0,9.0,13.0,2015.0,5.0,2003.0,8.0,141.0,WA,Fully Paid,7066.8408406613,6000.0
3000,36.0,6.07,91.37,7.0,2.0,8.0,30000.0,20.32,10.4,0.0,8.0,20.0,2018.0,4.0,2006.0,9.0,139.0,MN,Current,911.68,779.4
16000,60.0,16.55,393.79,4.0,17.0,10.0,60000.0,9.96,70.5,0.0,12.0,15.0,2015.0,9.0,2003.0,5.0,148.0,CO,Fully Paid,17168.62,16000.0
5000,36.0,15.8,175.3,5.0,13.0,10.0,52000.0,21.78,88.9,0.0,9.0,22.0,2013.0,4.0,2001.0,11.0,137.0,UT,Fully Paid,5641.6793108169,5000.0
20000,36.0,6.67,614.53,7.0,2.0,3.0,220000.0,5.01,40.9,1.0,11.0,20.0,2018.0,8.0,2001.0,1.0,211.0,NJ,Current,3720.54,3062.47
7000,36.0,11.53,230.94,6.0,10.0,0.0,19200.0,33.81,64.1,0.0,15.0,22.0,2015.0,6.0,2006.0,7.0,107.0,TX,Fully Paid,8195.0788993909,7000.0
6000,36.0,13.99,205.04,5.0,13.0,3.0,70000.0,26.02,71.4,0.0,18.0,26.0,2016.0,11.0,1998.0,7.0,220.0,NY,Charged Off,2701.36,1424.03
22000,60.0,13.67,508.15,5.0,13.0,1.0,62000.0,24.04,62.6,2.0,14.0,21.0,2016.0,4.0,2004.0,5.0,143.0,PA,Charged Off,1507.74,781.43
4400,36.0,7.96,137.8,7.0,5.0,2.0,43000.0,9.52,46.4,1.0,4.0,5.0,2018.0,5.0,2010.0,10.0,91.0,KS,Current,1243.53,1003.87
10000,36.0,12.99,336.9,5.0,12.0,10.0,36000.0,27.84,40.3,0.0,10.0,25.0,2016.0,7.0,2004.0,8.0,143.0,NY,Charged Off,3569.03,1899.94
18000,60.0,12.29,403.05,5.0,11.0,10.0,60000.0,17.86,68.1,0.0,10.0,14.0,2015.0,8.0,1995.0,12.0,236.0,GA,Current,16912.34,11404.74
19000,36.0,9.49,608.54,6.0,7.0,4.0,110000.0,14.2,40.2,0.0,12.0,32.0,2016.0,8.0,2004.0,5.0,147.0,AZ,Fully Paid,20566.6347620136,19000.0
12600,60.0,16.55,310.11,4.0,17.0,10.0,89304.0,14.53,73.8,0.0,15.0,40.0,2015.0,3.0,2001.0,11.0,160.0,AL,Charged Off,7741.17,4036.9
32800,36.0,22.39,1259.28,3.0,21.0,10.0,78144.0,21.05,33.8,0.0,16.0,33.0,2016.0,9.0,1999.0,3.0,210.0,NY,Fully Paid,33208.0000005057,32800.0
4000,36.0,10.42,129.86,6.0,8.0,1.0,30000.0,4.48,93.1,0.0,2.0,3.0,2017.0,5.0,2011.0,6.0,71.0,TN,Current,2729.38,2181.05
18000,36.0,7.89,563.15,7.0,5.0,10.0,110000.0,19.73,73.4,0.0,8.0,19.0,2015.0,12.0,1999.0,11.0,193.0,TX,Late (31-120 days),19690.53,17440.87
20000,36.0,8.46,630.99,7.0,5.0,10.0,64100.0,20.93,59.4,0.0,11.0,24.0,2018.0,8.0,1997.0,1.0,259.0,PA,Current,3767.14,2992.25
25000,60.0,17.76,631.58,4.0,16.0,3.0,68000.0,12.0,58.9,1.0,13.0,42.0,2013.0,9.0,1999.0,10.0,167.0,KS,Fully Paid,27647.9992709992,25000.0
20000,36.0,7.97,626.46,7.0,5.0,10.0,265000.0,21.2,73.0,1.0,13.0,28.0,2017.0,11.0,1985.0,1.0,394.0,AL,Fully Paid,20609.637470308,20000.0
8400,36.0,14.46,288.98,5.0,14.0,0.0,30000.0,38.48,66.2,0.0,19.0,27.0,2016.0,3.0,2008.0,2.0,97.0,PA,Fully Paid,10226.3205952227,8400.0
6800,36.0,15.61,237.77,4.0,16.0,10.0,44000.0,21.83,71.0,1.0,10.0,19.0,2015.0,2.0,1999.0,4.0,190.0,MI,Fully Paid,7025.44,6800.0
21150,60.0,13.18,483.18,5.0,13.0,8.0,65000.0,28.43,9.3,1.0,10.0,22.0,2015.0,12.0,2000.0,6.0,186.0,KY,Fully Paid,24623.0094405212,21150.0
14000,36.0,5.32,421.61,7.0,1.0,10.0,80000.0,10.76,35.5,0.0,5.0,14.0,2015.0,12.0,2001.0,11.0,169.0,MA,Fully Paid,15167.0158639988,14000.0
22875,60.0,18.99,593.27,4.0,18.0,10.0,75000.0,8.84,49.7,0.0,11.0,12.0,2016.0,11.0,2005.0,9.0,134.0,CA,Current,15957.96,7715.74
23625,60.0,21.45,645.14,4.0,20.0,10.0,38000.0,21.35,75.8,0.0,12.0,24.0,2017.0,11.0,2007.0,2.0,129.0,VA,Current,9620.79,3795.1
6000,36.0,17.47,215.33,4.0,16.0,2.0,107000.0,9.63,43.8,0.0,8.0,22.0,2018.0,4.0,2007.0,4.0,132.0,UT,In Grace Period,1960.02,1219.99
5500,36.0,16.99,196.07,4.0,16.0,2.0,27000.0,13.91,65.4,0.0,3.0,5.0,2016.0,11.0,2008.0,4.0,103.0,OH,Current,5306.12,3854.38
15000,36.0,15.05,520.35,5.0,14.0,1.0,45000.0,6.77,49.0,0.0,11.0,15.0,2017.0,7.0,2004.0,7.0,156.0,VA,Current,14373.03,12484.07
14925,60.0,13.49,343.35,5.0,12.0,10.0,81801.0,20.03,90.9,0.0,8.0,12.0,2017.0,1.0,2002.0,11.0,170.0,CA,Current,8268.36,4806.05
15000,36.0,13.99,512.6,5.0,13.0,10.0,185000.0,24.31,53.9,0.0,13.0,29.0,2017.0,4.0,1999.0,2.0,218.0,CA,Charged Off,7629.1,3560.05
10000,60.0,18.45,256.39,4.0,17.0,3.0,90000.0,16.05,93.0,0.0,7.0,18.0,2018.0,6.0,2001.0,5.0,205.0,CA,Current,2030.62,866.69
23000,60.0,14.99,547.05,5.0,15.0,10.0,250000.0,18.74,27.0,0.0,21.0,73.0,2015.0,1.0,1990.0,4.0,297.0,TX,Fully Paid,24805.3,23000.0
5000,36.0,15.59,174.78,4.0,16.0,10.0,48000.0,23.75,47.3,2.0,14.0,44.0,2014.0,12.0,1993.0,7.0,257.0,GA,Fully Paid,6152.9817524033,5000.0
14000,36.0,7.12,433.05,7.0,3.0,10.0,65000.0,11.12,81.0,0.0,5.0,8.0,2014.0,10.0,1985.0,8.0,350.0,WI,Fully Paid,15479.2598824857,14000.0
10800,36.0,9.44,345.66,6.0,6.0,1.0,70000.0,20.35,54.9,0.0,14.0,26.0,2017.0,5.0,2003.0,12.0,161.0,CA,Fully Paid,11834.9383031002,10800.0
20000,60.0,30.94,658.67,1.0,34.0,2.0,54996.0,21.84,0.1,1.0,10.0,16.0,2017.0,9.0,1998.0,7.0,230.0,IL,Charged Off,4507.56,1081.87
36000,36.0,9.49,1153.02,6.0,7.0,9.0,220000.0,12.06,16.7,2.0,9.0,33.0,2016.0,7.0,2003.0,4.0,159.0,OH,Current,41365.7546733618,36000.0
4200,36.0,16.55,148.81,4.0,17.0,1.0,23724.0,37.33,28.4,1.0,9.0,9.0,2015.0,4.0,2007.0,9.0,91.0,FL,Charged Off,1830.2,864.57
18000,36.0,9.67,578.03,6.0,6.0,2.0,90000.0,24.88,46.1,0.0,18.0,30.0,2014.0,3.0,1997.0,9.0,198.0,TX,Charged Off,11519.31,8851.4
35000,60.0,13.33,802.29,5.0,13.0,4.0,185000.0,7.3,27.7,0.0,15.0,23.0,2015.0,6.0,2003.0,5.0,145.0,TX,Fully Paid,37296.98,35000.0
8000,36.0,17.27,286.3,4.0,17.0,0.0,36000.0,7.53,43.4,2.0,26.0,36.0,2016.0,4.0,2008.0,9.0,91.0,WI,Fully Paid,9024.1189701016,8000.0
14000,36.0,10.42,454.51,6.0,8.0,4.0,40000.0,34.4,53.2,0.0,12.0,14.0,2017.0,9.0,2004.0,8.0,157.0,MA,Current,7685.31,6070.83
10000,36.0,15.31,348.18,5.0,12.0,10.0,50000.0,20.18,64.5,2.0,8.0,16.0,2013.0,2.0,2002.0,3.0,131.0,SC,Charged Off,696.36,443.87
21600,60.0,9.99,458.83,6.0,8.0,1.0,88000.0,26.06,58.5,1.0,8.0,18.0,2015.0,5.0,1984.0,3.0,374.0,PA,Fully Paid,26986.8501663764,21600.0
20000,60.0,15.05,476.33,5.0,14.0,4.0,53000.0,25.18,92.4,0.0,6.0,18.0,2017.0,6.0,2000.0,4.0,206.0,FL,Current,9509.88,5089.95
20000,36.0,5.31,602.21,7.0,1.0,10.0,140000.0,6.97,14.5,0.0,12.0,54.0,2018.0,3.0,2000.0,5.0,214.0,VA,Current,6618.41,5777.51
12250,60.0,12.98,278.6,6.0,10.0,10.0,65000.0,9.68,16.3,0.0,9.0,28.0,2018.0,11.0,2008.0,7.0,124.0,CA,Current,796.06,443.05
11200,36.0,6.67,344.14,7.0,2.0,10.0,90000.0,21.96,15.6,0.0,17.0,25.0,2018.0,8.0,1997.0,6.0,254.0,MA,Current,2060.69,1715.0
19300,60.0,30.84,634.42,1.0,32.0,7.0,42000.0,16.46,38.1,0.0,8.0,13.0,2017.0,6.0,2005.0,10.0,140.0,NY,Charged Off,6950.19,425.99
17600,36.0,8.46,555.27,7.0,5.0,10.0,70000.0,30.05,50.8,0.0,8.0,14.0,2018.0,11.0,2000.0,8.0,219.0,FL,Current,1649.27,1302.71
13225,60.0,23.99,380.38,2.0,28.0,10.0,36750.0,29.84,63.9,1.0,17.0,27.0,2015.0,10.0,1987.0,8.0,338.0,TX,Charged Off,10022.63,1411.39
28000,36.0,7.39,869.57,7.0,4.0,8.0,176000.0,18.0,44.1,0.0,25.0,42.0,2016.0,4.0,2000.0,1.0,195.0,AZ,Fully Paid,28589.02,28000.0
12000,36.0,7.89,375.43,7.0,5.0,6.0,50000.0,10.13,46.2,2.0,14.0,28.0,2015.0,7.0,2003.0,9.0,142.0,CO,Fully Paid,13170.2420338658,12000.0
12800,60.0,11.99,284.67,6.0,10.0,3.0,57500.0,12.84,28.5,0.0,8.0,18.0,2018.0,1.0,2005.0,9.0,148.0,NY,Current,3683.66,2164.87
10000,36.0,15.05,346.9,5.0,14.0,10.0,38000.0,22.58,31.6,0.0,9.0,10.0,2017.0,10.0,2012.0,10.0,60.0,NY,Current,5529.5,3897.39
19275,36.0,15.02,668.37,5.0,13.0,2.0,50000.0,11.98,48.4,0.0,14.0,20.0,2018.0,12.0,1991.0,2.0,334.0,TX,Current,1320.66,859.57
15000,36.0,17.27,536.81,4.0,17.0,2.0,44000.0,30.2,63.7,2.0,14.0,41.0,2016.0,3.0,1989.0,8.0,319.0,TN,Current,18309.34,13944.32
20000,60.0,18.45,512.78,4.0,17.0,3.0,35280.0,35.85,38.0,2.0,22.0,24.0,2018.0,5.0,2000.0,5.0,216.0,NY,Current,4594.52,1965.31
35000,60.0,11.99,778.38,6.0,10.0,10.0,72000.0,17.12,31.8,0.0,7.0,18.0,2017.0,10.0,1990.0,4.0,330.0,PA,Current,12430.77,7397.49
16000,36.0,20.0,594.62,4.0,19.0,2.0,53500.0,34.07,50.8,2.0,11.0,19.0,2017.0,9.0,2005.0,6.0,147.0,GA,Current,10072.98,6384.29
4000,36.0,15.61,139.86,4.0,16.0,6.0,48000.0,30.82,29.2,0.0,14.0,26.0,2015.0,3.0,2000.0,3.0,180.0,CA,Fully Paid,4917.8525615842,4000.0
31975,60.0,25.57,949.23,2.0,30.0,9.0,80000.0,12.57,99.5,0.0,5.0,14.0,2014.0,3.0,1995.0,10.0,221.0,FL,Charged Off,20233.36,5044.43
25000,60.0,19.52,655.69,4.0,19.0,5.0,106000.0,14.63,9.4,3.0,18.0,32.0,2013.0,10.0,2005.0,2.0,104.0,NJ,Fully Paid,27759.2561691323,25000.0
18825,36.0,15.99,661.74,4.0,17.0,1.0,52440.0,21.88,83.8,0.0,9.0,23.0,2014.0,11.0,2001.0,4.0,163.0,GA,Fully Paid,22722.09,18825.0
8575,36.0,16.2,302.32,5.0,14.0,2.0,70000.0,23.08,78.5,0.0,13.0,29.0,2013.0,11.0,1998.0,11.0,180.0,UT,Fully Paid,10557.2199999998,8575.0
10000,36.0,14.52,344.31,5.0,13.0,10.0,60000.0,22.78,71.7,0.0,15.0,42.0,2018.0,5.0,1995.0,8.0,273.0,MO,Current,3037.37,2109.87
7200,36.0,14.47,247.73,5.0,12.0,4.0,49150.0,17.63,55.7,0.0,18.0,32.0,2018.0,11.0,2002.0,12.0,191.0,IN,Current,737.4,488.57
6000,36.0,14.31,205.98,5.0,14.0,10.0,70000.0,22.36,72.3,0.0,10.0,14.0,2014.0,11.0,2005.0,5.0,114.0,CO,Fully Paid,7185.12,6000.0
10000,60.0,16.2,244.25,5.0,14.0,6.0,60000.0,10.84,18.3,0.0,8.0,13.0,2013.0,9.0,2001.0,1.0,152.0,MN,Fully Paid,12694.09,10000.0
2500,36.0,17.97,90.35,4.0,16.0,6.0,87500.0,32.59,89.8,0.0,13.0,19.0,2018.0,10.0,2002.0,8.0,194.0,AZ,Current,362.49,216.46
5000,36.0,12.99,168.45,6.0,9.0,0.0,54000.0,8.94,27.0,3.0,19.0,54.0,2013.0,11.0,2001.0,1.0,154.0,PA,Fully Paid,5379.18513898,5000.0
6025,36.0,12.29,200.96,5.0,11.0,10.0,95000.0,1.63,78.2,0.0,5.0,16.0,2015.0,6.0,1990.0,6.0,300.0,MA,Fully Paid,7231.9214598051,6025.0
23975,60.0,20.99,648.47,3.0,24.0,9.0,87000.0,25.86,72.7,1.0,21.0,28.0,2015.0,2.0,1999.0,4.0,190.0,OH,Current,31634.17,17536.47
4000,36.0,13.49,135.73,5.0,12.0,8.0,65000.0,28.38,52.4,1.0,13.0,38.0,2016.0,10.0,1999.0,1.0,213.0,CA,Current,3804.93,2967.42
11100,60.0,27.31,341.01,1.0,32.0,10.0,75000.0,18.69,44.0,0.0,8.0,13.0,2015.0,6.0,2004.0,7.0,131.0,CA,Fully Paid,15034.59,11100.0
15000,36.0,14.65,517.42,5.0,15.0,6.0,55000.0,19.73,39.4,1.0,30.0,47.0,2015.0,3.0,1985.0,1.0,362.0,CT,Fully Paid,16638.62,15000.0
6000,36.0,9.75,192.9,6.0,8.0,0.0,87000.0,1.7,63.9,0.0,2.0,16.0,2016.0,4.0,2002.0,2.0,170.0,AL,Current,6555.35,5618.87
25000,36.0,11.44,823.69,6.0,9.0,6.0,66000.0,23.49,61.4,2.0,11.0,41.0,2017.0,3.0,2000.0,3.0,204.0,NC,Fully Paid,28152.353829774,25000.0
8400,36.0,12.62,281.5,5.0,11.0,3.0,55000.0,20.95,34.2,0.0,22.0,27.0,2017.0,8.0,2004.0,10.0,154.0,FL,Current,5064.16,3805.83
11000,60.0,20.49,294.44,3.0,22.0,5.0,31200.0,12.31,66.0,1.0,8.0,37.0,2014.0,4.0,1992.0,5.0,263.0,AR,Fully Paid,16699.0731306344,11000.0
4000,36.0,6.67,122.91,7.0,2.0,10.0,75000.0,16.22,11.2,0.0,18.0,29.0,2018.0,7.0,2002.0,3.0,196.0,NY,Current,857.41,716.6
9875,36.0,15.8,346.21,5.0,13.0,9.0,55000.0,11.8,72.5,1.0,7.0,8.0,2012.0,10.0,2006.0,7.0,75.0,NC,Fully Paid,12463.1684305094,9875.0
18100,60.0,21.49,494.67,4.0,20.0,0.0,85000.0,17.27,51.4,0.0,4.0,15.0,2017.0,1.0,2008.0,3.0,106.0,TX,Late (31-120 days),11291.59,4800.97
4900,36.0,12.99,165.08,5.0,12.0,3.0,38000.0,15.86,13.7,1.0,5.0,10.0,2016.0,5.0,2009.0,5.0,84.0,CA,Fully Paid,5229.68,4900.0
9375,36.0,18.25,340.11,3.0,21.0,1.0,140000.0,18.16,64.9,2.0,12.0,27.0,2015.0,9.0,2002.0,7.0,158.0,TX,Fully Paid,12153.2440555088,9375.0
15000,36.0,13.05,505.78,6.0,10.0,6.0,175000.0,9.63,85.8,1.0,10.0,18.0,2013.0,7.0,2002.0,5.0,134.0,NY,Fully Paid,16582.5903074009,15000.0
8000,36.0,12.99,269.52,6.0,9.0,10.0,52000.0,9.23,78.5,0.0,8.0,16.0,2013.0,12.0,1994.0,10.0,230.0,NY,Fully Paid,9494.65,8000.0
3500,36.0,13.33,118.49,5.0,13.0,10.0,35000.0,31.03,88.5,2.0,10.0,35.0,2015.0,7.0,1995.0,12.0,235.0,MO,Fully Paid,4262.870653927,3500.0
10600,36.0,11.44,349.25,6.0,9.0,10.0,90000.0,19.17,54.4,1.0,17.0,26.0,2016.0,12.0,1999.0,7.0,209.0,NJ,Current,9107.45,7284.12
35000,36.0,14.08,1197.58,5.0,13.0,2.0,120000.0,7.73,22.2,0.0,5.0,9.0,2018.0,1.0,1995.0,2.0,275.0,AZ,Current,15541.16,10980.92
10000,36.0,10.07,323.01,6.0,7.0,1.0,46000.0,7.49,40.1,0.0,13.0,20.0,2018.0,5.0,1989.0,5.0,348.0,WV,Current,2901.5,2225.5
10000,36.0,11.49,329.72,6.0,10.0,1.0,57000.0,21.4,63.8,1.0,11.0,35.0,2016.0,8.0,1987.0,12.0,344.0,AZ,Fully Paid,11429.5477562737,10000.0
30000,60.0,14.07,699.14,5.0,13.0,0.0,105000.0,16.33,53.4,0.0,11.0,26.0,2018.0,4.0,2006.0,7.0,141.0,CA,Current,6967.95,3663.04
1200,36.0,16.29,42.37,4.0,16.0,5.0,32000.0,10.37,40.7,0.0,6.0,8.0,2016.0,3.0,2003.0,7.0,152.0,CA,Fully Paid,1285.8300000087,1200.0
12000,36.0,18.06,434.2,4.0,17.0,10.0,140000.0,15.01,8.3,0.0,21.0,48.0,2017.0,11.0,1992.0,1.0,310.0,GA,Fully Paid,13024.9545711328,12000.0
14375,36.0,16.99,512.44,4.0,16.0,10.0,53300.0,1.49,28.4,0.0,6.0,17.0,2017.0,3.0,1987.0,3.0,360.0,MI,Current,11758.98,8329.44
5000,36.0,7.88,156.41,7.0,5.0,5.0,48996.0,8.67,7.4,0.0,12.0,20.0,2010.0,4.0,1995.0,8.0,176.0,FL,Fully Paid,5630.9252225173,5000.0
9000,36.0,6.24,274.78,7.0,2.0,7.0,65000.0,28.9,24.5,0.0,11.0,16.0,2015.0,5.0,2002.0,11.0,150.0,TX,Fully Paid,9905.2705058902,9000.0
27600,36.0,13.49,936.49,5.0,12.0,10.0,60000.0,26.6,67.8,0.0,11.0,28.0,2016.0,10.0,2000.0,9.0,193.0,OK,Current,25264.55,19622.18
5000,36.0,19.05,183.41,4.0,19.0,7.0,30000.0,12.24,66.4,3.0,10.0,19.0,2013.0,4.0,2002.0,4.0,132.0,AL,Fully Paid,5837.5179115465,5000.0
3000,36.0,16.02,105.51,5.0,15.0,10.0,81749.0,18.12,16.3,2.0,12.0,19.0,2018.0,1.0,2001.0,5.0,200.0,NY,Current,1366.29,922.59
35000,60.0,21.99,966.47,2.0,26.0,4.0,140000.0,9.51,82.0,0.0,10.0,25.0,2015.0,10.0,1995.0,10.0,240.0,VA,Fully Paid,40696.4300064666,35000.0
28000,36.0,8.9,889.09,7.0,5.0,3.0,105000.0,11.94,73.8,0.0,10.0,25.0,2013.0,4.0,2002.0,6.0,130.0,NC,Fully Paid,31558.0,28000.0
25000,36.0,18.25,906.95,4.0,18.0,10.0,140000.0,3.89,80.2,3.0,8.0,23.0,2014.0,1.0,2003.0,12.0,121.0,MN,Fully Paid,32801.2954641158,25000.0
28750,60.0,12.61,648.43,5.0,11.0,1.0,220000.0,11.19,25.2,0.0,8.0,15.0,2018.0,3.0,1994.0,11.0,280.0,NJ,Current,7112.59,4016.07
20000,36.0,16.29,706.01,4.0,16.0,3.0,235000.0,15.28,99.7,0.0,11.0,23.0,2016.0,2.0,2000.0,2.0,192.0,NC,Fully Paid,25081.3603076313,20000.0
4000,36.0,7.89,125.15,7.0,5.0,1.0,45000.0,16.4,6.8,1.0,9.0,31.0,2015.0,6.0,1996.0,2.0,232.0,VA,Fully Paid,4507.7339321015,4000.0
13000,60.0,15.31,311.39,5.0,15.0,10.0,41000.0,38.52,18.0,1.0,19.0,31.0,2016.0,6.0,2000.0,3.0,195.0,VA,Fully Paid,13411.17,13000.0
3500,36.0,10.47,113.71,6.0,7.0,3.0,90000.0,18.93,74.8,0.0,9.0,21.0,2018.0,10.0,1985.0,4.0,402.0,GA,Current,452.8,337.07
