loan_amnt,int_rate,installment,sub_grade,issue_d,issue_d_year,issue_d_month,annual_inc,dti,emp_length_years,addr_state,revol_bal,revol_util,credit_history_age_months,total_pymnt,total_rec_int,recoveries,last_pymnt_d,last_pymnt_amnt,payment_to_loan_ratio,income_to_loan_ratio,grade_ord,sub_grade_ord,loan_status_binary
30000,18.06,762.79,16,1970-01-01 00:00:00.000000093,2017,5,97000.0,24.31,4.0,18,69629,75.2,465.0,15943.34,8321.95,0.0,1970-01-01 00:00:00.000000032,762.79,0.5314446666666667,3.2333333333333334,4.0,17.0,0
10000,11.71,330.76,7,1970-01-01 00:00:00.000000108,2011,10,49995.0,15.41,10.0,44,8923,63.7,171.0,11907.3500000007,1907.35,0.0,1970-01-01 00:00:00.000000092,355.13,1.19073500000007,4.9995,6.0,8.0,0
3000,11.14,98.42,6,1970-01-01 00:00:00.000000069,2013,6,55000.0,23.0,10.0,37,25454,66.8,280.0,3542.9145487057,542.91,0.0,1970-01-01 00:00:00.000000056,98.21,1.1809715162352332,18.33333333333333,6.0,7.0,0
10000,8.9,317.54,4,1970-01-01 00:00:00.000000039,2014,2,102000.0,8.14,0.0,4,4294,42.1,101.0,10842.6400000053,842.64,0.0,1970-01-01 00:00:00.000000064,7032.16,1.08426400000053,10.2,7.0,5.0,0
14400,7.49,447.87,3,1970-01-01 00:00:00.000000052,2016,1,72000.0,15.25,1.0,4,40794,46.3,185.0,15132.86,732.86,0.0,1970-01-01 00:00:00.000000094,11555.89,1.0508930555555556,5.0,7.0,4.0,0
13875,28.69,437.81,25,1970-01-01 00:00:00.000000083,2017,3,54996.0,16.86,1.0,25,1089,19.8,124.0,18378.078757584,4503.08,0.0,1970-01-01 00:00:00.000000058,12708.67,1.3245462167628108,3.963675675675676,2.0,26.0,0
15000,18.06,542.74,16,1970-01-01 00:00:00.000000054,2018,1,62000.0,35.29,10.0,26,15867,28.4,246.0,17336.7604040629,2336.76,0.0,1970-01-01 00:00:00.000000024,11924.41,1.1557840269375268,4.133333333333334,4.0,17.0,0
12000,6.24,366.37,1,1970-01-01 00:00:00.000000112,2015,10,86000.0,18.25,1.0,42,14370,42.5,91.0,13106.479999204,1106.48,0.0,1970-01-01 00:00:00.000000040,3591.26,1.0922066666003334,7.166666666666667,7.0,2.0,0
17625,13.59,598.88,11,1970-01-01 00:00:00.000000124,2017,9,42000.0,13.66,7.0,33,13005,66.7,185.0,20051.8437410682,2426.84,0.0,1970-01-01 00:00:00.000000086,12293.01,1.1376932619045788,2.382978723404255,5.0,12.0,0
35000,16.46,859.72,14,1970-01-01 00:00:00.000000074,2018,6,48000.0,68.05,10.0,32,61506,61.1,392.0,6845.75,3658.78,0.0,1970-01-01 00:00:00.000000032,859.72,0.1955928571428571,1.3714285714285714,5.0,15.0,0
4500,13.98,153.76,12,1970-01-01 00:00:00.000000056,2010,7,41000.0,9.22,10.0,13,127,3.8,176.0,5473.1325550757,973.13,0.0,1970-01-01 00:00:00.000000018,1330.97,1.2162516789057112,9.11111111111111,5.0,13.0,0
12000,8.9,381.04,4,1970-01-01 00:00:00.000000099,2012,11,60000.0,23.74,5.0,47,13600,60.2,160.0,13717.3800815325,1717.38,0.0,1970-01-01 00:00:00.000000083,380.98,1.143115006794375,5.0,7.0,5.0,0
18200,16.14,641.12,13,1970-01-01 00:00:00.000000064,2018,7,54100.8,37.69,4.0,35,6257,38.6,61.0,3814.08,1354.69,0.0,1970-01-01 00:00:00.000000041,641.12,0.2095648351648351,2.972571428571429,5.0,14.0,0
12000,5.31,361.33,0,1970-01-01 00:00:00.000000094,2018,5,90000.0,20.8,10.0,42,5111,5.4,176.0,12442.1532317568,442.15,0.0,1970-01-01 00:00:00.000000032,9558.59,1.0368461026464,7.5,7.0,1.0,0
10000,12.05,222.7,10,1970-01-01 00:00:00.000000102,2015,11,25000.0,29.81,,33,26891,54.0,478.0,4290.82,1438.79,741.01,1970-01-01 00:00:00.000000066,222.7,0.4290819999999999,2.5,5.0,11.0,0
10050,16.55,356.07,16,1970-01-01 00:00:00.000000007,2015,4,40000.0,17.82,8.0,39,12386,71.6,246.0,12361.1876152275,2293.39,0.0,1970-01-01 00:00:00.000000030,5605.1,1.2299689169380597,3.9800995024875614,4.0,17.0,0
8750,5.32,263.51,0,1970-01-01 00:00:00.000000082,2016,3,103500.0,0.41,2.0,33,1435,3.4,138.0,8807.6200000653,57.62,0.0,1970-01-01 00:00:00.000000075,8810.21,1.0065851428646058,11.82857142857143,7.0,1.0,0
32000,7.97,1002.33,4,1970-01-01 00:00:00.000000104,2017,11,260000.0,11.66,4.0,23,49551,45.3,128.0,15020.78,2606.87,0.0,1970-01-01 00:00:00.000000032,1002.33,0.469399375,8.125,7.0,5.0,0
11000,6.03,334.8,0,1970-01-01 00:00:00.000000121,2014,9,73000.0,9.27,4.0,46,5970,43.3,96.0,11268.69,268.69,0.0,1970-01-01 00:00:00.000000064,9929.49,1.0244263636363635,6.636363636363637,7.0,1.0,0
7000,10.99,229.14,6,1970-01-01 00:00:00.000000100,2013,11,42000.0,19.29,10.0,37,9190,53.4,107.0,8169.650002106,1169.65,0.0,1970-01-01 00:00:00.000000029,2212.01,1.1670928574437145,6.0,6.0,7.0,0
24000,7.89,485.38,4,1970-01-01 00:00:00.000000082,2016,3,150000.0,6.27,5.0,10,16054,38.2,172.0,16982.89,4138.3,0.0,1970-01-01 00:00:00.000000032,485.38,0.7076204166666666,6.25,7.0,5.0,0
10000,9.43,320.01,5,1970-01-01 00:00:00.000000084,2018,3,70000.0,27.84,10.0,4,7928,13.1,140.0,3517.49,755.08,0.0,1970-01-01 00:00:00.000000032,320.01,0.351749,7.0,6.0,6.0,0
1325,19.72,49.06,19,1970-01-01 00:00:00.000000089,2013,5,56000.0,22.52,8.0,13,7913,42.8,151.0,1601.0066209439,276.01,0.0,1970-01-01 00:00:00.000000012,914.17,1.2083068837312454,42.264150943396224,4.0,20.0,0
10000,17.06,248.85,23,1970-01-01 00:00:00.000000024,2010,12,32000.0,4.73,10.0,26,4108,89.3,156.0,14930.8583377156,4930.86,0.0,1970-01-01 00:00:00.000000021,248.7,1.49308583377156,3.2,3.0,24.0,0
30000,19.99,794.65,22,1970-01-01 00:00:00.000000051,2015,1,74000.0,21.24,10.0,37,23182,84.9,196.0,43994.5621960959,13994.56,0.0,1970-01-01 00:00:00.000000040,17009.78,1.46648540653653,2.466666666666667,3.0,23.0,0
13375,19.99,354.29,23,1970-01-01 00:00:00.000000112,2015,10,73000.0,25.35,5.0,1,8429,32.5,245.0,14156.75,6765.91,0.0,1970-01-01 00:00:00.000000032,354.29,1.0584485981308411,5.457943925233645,3.0,24.0,0
12000,12.74,402.83,10,1970-01-01 00:00:00.000000009,2017,4,68000.0,23.09,10.0,40,16728,65.6,203.0,5639.62,1505.86,0.0,1970-01-01 00:00:00.000000050,402.83,0.4699683333333333,5.666666666666667,5.0,11.0,0
15000,11.49,494.57,9,1970-01-01 00:00:00.000000042,2017,2,70000.0,17.25,10.0,42,23161,82.7,193.0,11874.47,2455.81,0.0,1970-01-01 00:00:00.000000032,494.57,0.7916313333333332,4.666666666666667,6.0,10.0,0
15000,12.35,336.33,8,1970-01-01 00:00:00.000000016,2013,8,85000.0,8.91,10.0,35,5454,64.9,176.0,16181.4733847473,1181.47,0.0,1970-01-01 00:00:00.000000003,13827.46,1.0787648923164868,5.666666666666667,6.0,9.0,0
14000,13.99,325.69,12,1970-01-01 00:00:00.000000103,2016,11,85000.0,22.65,1.0,10,12442,87.6,170.0,8171.24,3489.16,0.0,1970-01-01 00:00:00.000000041,325.69,0.58366,6.071428571428571,5.0,13.0,0
35000,17.86,886.11,19,1970-01-01 00:00:00.000000081,2015,3,136000.0,7.96,8.0,4,7554,47.0,231.0,40519.61,5519.61,0.0,1970-01-01 00:00:00.000000029,31693.24,1.157703142857143,3.8857142857142857,4.0,20.0,0
20000,12.99,673.79,10,1970-01-01 00:00:00.000000070,2014,6,60000.0,33.6,5.0,18,23203,84.1,143.0,24256.1212315196,4256.12,0.0,1970-01-01 00:00:00.000000057,673.47,1.21280606157598,3.0,5.0,11.0,0
20000,16.29,706.01,15,1970-01-01 00:00:00.000000082,2016,3,40000.0,32.79,1.0,6,21966,58.7,322.0,22189.0182405685,2189.02,0.0,1970-01-01 00:00:00.000000066,5147.02,1.109450912028425,2.0,4.0,16.0,0
20000,16.29,489.45,15,1970-01-01 00:00:00.000000008,2016,4,80000.0,19.98,0.0,37,19824,62.9,233.0,24910.0245816524,4910.02,0.0,1970-01-01 00:00:00.000000023,15628.57,1.24550122908262,4.0,4.0,16.0,0
20500,7.89,641.36,4,1970-01-01 00:00:00.000000018,2015,8,74000.0,17.49,2.0,19,5798,30.2,159.0,23092.3320721059,2592.33,0.0,1970-01-01 00:00:00.000000096,14.73,1.126455223029556,3.609756097560976,7.0,5.0,0
31125,16.02,1094.58,14,1970-01-01 00:00:00.000000020,2017,8,86000.0,34.81,10.0,34,44713,75.4,241.0,19799.4,6085.39,0.0,1970-01-01 00:00:00.000000032,1094.58,0.6361253012048194,2.763052208835341,5.0,15.0,0
6025,15.61,210.67,15,1970-01-01 00:00:00.000000112,2015,10,92500.0,13.27,0.0,47,11371,97.0,338.0,7454.8562654567,1429.86,0.0,1970-01-01 00:00:00.000000067,869.16,1.2373205419845146,15.352697095435683,4.0,16.0,0
20000,9.75,643.0,7,1970-01-01 00:00:00.000000041,2016,2,114000.0,12.67,10.0,4,21969,93.9,213.0,23104.0940137556,3104.09,0.0,1970-01-01 00:00:00.000000086,2549.76,1.15520470068778,5.7,6.0,8.0,0
9600,10.49,311.98,6,1970-01-01 00:00:00.000000103,2016,11,100000.0,19.07,1.0,21,21442,91.2,136.0,8417.87,1506.73,0.0,1970-01-01 00:00:00.000000032,311.98,0.8768614583333334,10.416666666666666,6.0,7.0,0
6650,14.08,227.54,12,1970-01-01 00:00:00.000000124,2017,9,18500.0,16.61,10.0,19,6320,29.3,206.0,3862.98,1068.08,0.0,1970-01-01 00:00:00.000000032,227.54,0.5808992481203008,2.781954887218045,5.0,13.0,0
23425,12.62,528.45,10,1970-01-01 00:00:00.000000043,2018,2,54000.0,29.25,10.0,9,23434,44.5,164.0,6374.25,2786.25,0.0,1970-01-01 00:00:00.000000032,528.45,0.2721131270010672,2.305229455709712,5.0,11.0,0
13000,18.49,473.19,16,1970-01-01 00:00:00.000000119,2012,9,36400.0,12.1,3.0,26,6836,67.7,265.0,15906.1813914203,2906.18,0.0,1970-01-01 00:00:00.000000063,7879.39,1.2235524147246384,2.8,4.0,17.0,0
15000,6.99,463.09,1,1970-01-01 00:00:00.000000072,2016,6,63000.0,13.92,3.0,43,13254,30.1,55.0,15017.48,17.48,0.0,1970-01-01 00:00:00.000000056,15029.13,1.0011653333333332,4.2,7.0,2.0,0
21000,8.46,662.53,4,1970-01-01 00:00:00.000000115,2018,10,58934.0,7.6,5.0,44,3019,9.4,156.0,2640.25,560.47,0.0,1970-01-01 00:00:00.000000032,662.53,0.1257261904761904,2.806380952380952,7.0,5.0,0
4800,13.59,163.1,11,1970-01-01 00:00:00.000000020,2017,8,19600.0,31.23,10.0,37,17069,29.4,169.0,2231.84,735.56,0.0,1970-01-01 00:00:00.000000041,100.0,0.4649666666666667,4.083333333333333,5.0,12.0,0
28000,17.99,710.87,16,1970-01-01 00:00:00.000000103,2016,11,96000.0,18.46,10.0,10,15165,31.8,277.0,19165.51,9564.07,0.0,1970-01-01 00:00:00.000000032,710.87,0.6844825,3.4285714285714284,4.0,17.0,0
25000,17.86,632.94,19,1970-01-01 00:00:00.000000081,2015,3,310000.0,12.33,8.0,44,5629,100.2,182.0,25754.44,11616.92,0.0,1970-01-01 00:00:00.000000086,162.15,1.0301776,12.4,4.0,20.0,1
13850,18.25,353.59,20,1970-01-01 00:00:00.000000112,2015,10,75377.0,30.19,10.0,14,30486,72.9,350.0,18792.5288045888,4942.53,0.0,1970-01-01 00:00:00.000000040,9613.23,1.3568612855298774,5.442382671480145,3.0,21.0,0
12125,13.98,414.29,12,1970-01-01 00:00:00.000000111,2014,10,34000.0,18.18,8.0,4,5270,62.0,103.0,14890.721944659,2765.72,0.0,1970-01-01 00:00:00.000000095,414.11,1.2281007789409486,2.804123711340206,5.0,13.0,0
9000,9.17,286.92,6,1970-01-01 00:00:00.000000071,2015,6,121151.96,33.01,4.0,33,91965,83.4,257.0,10118.2328512831,1118.23,0.0,1970-01-01 00:00:00.000000006,4072.49,1.1242480945870112,13.46132888888889,6.0,7.0,0
19150,17.86,484.83,19,1970-01-01 00:00:00.000000007,2015,4,94000.0,38.0,3.0,26,40475,62.7,351.0,22422.5200034772,3272.52,0.0,1970-01-01 00:00:00.000000065,17482.25,1.17088877302753,4.908616187989556,4.0,20.0,0
8000,16.99,285.19,15,1970-01-01 00:00:00.000000030,2016,12,60000.0,19.42,5.0,9,4219,52.7,170.0,9446.2277828533,1446.23,0.0,1970-01-01 00:00:00.000000067,5461.12,1.1807784728566626,7.5,4.0,16.0,0
10000,12.12,332.72,7,1970-01-01 00:00:00.000000049,2013,1,55000.0,20.81,10.0,9,12452,59.3,80.0,11977.7703908976,1977.77,0.0,1970-01-01 00:00:00.000000029,332.57,1.19777703908976,5.5,6.0,8.0,0
30225,21.0,1138.73,20,1970-01-01 00:00:00.000000100,2013,11,90200.0,18.31,10.0,47,12756,78.7,147.0,35837.8839645246,5612.88,0.0,1970-01-01 00:00:00.000000020,24451.35,1.1857033569735185,2.9842845326716296,3.0,21.0,0
30000,12.98,1010.53,9,1970-01-01 00:00:00.000000032,2018,12,50000.0,24.32,10.0,3,1149,16.7,209.0,2031.88,652.4,0.0,1970-01-01 00:00:00.000000032,1010.53,0.0677293333333333,1.6666666666666667,6.0,10.0,0
25000,14.08,855.42,12,1970-01-01 00:00:00.000000124,2017,9,115000.0,8.88,10.0,34,28580,78.2,218.0,13647.61,3818.03,0.0,1970-01-01 00:00:00.000000032,855.42,0.5459044000000001,4.6,5.0,13.0,0
25000,9.44,800.13,5,1970-01-01 00:00:00.000000020,2017,8,82000.0,6.92,0.0,10,10818,60.4,329.0,14467.9,2847.84,0.0,1970-01-01 00:00:00.000000032,800.13,0.578716,3.28,6.0,6.0,0
3825,16.78,135.96,14,1970-01-01 00:00:00.000000059,2013,7,13000.0,12.89,3.0,42,237,2.2,57.0,4889.549999893401,1049.55,0.0,1970-01-01 00:00:00.000000029,795.75,1.2783137254623271,3.3986928104575163,5.0,15.0,0
26000,7.21,805.31,2,1970-01-01 00:00:00.000000115,2018,10,74000.0,37.59,4.0,9,110417,34.8,330.0,3195.2,575.33,0.0,1970-01-01 00:00:00.000000032,805.31,0.1228923076923076,2.8461538461538463,7.0,3.0,0
35000,20.99,946.68,23,1970-01-01 00:00:00.000000028,2014,12,101004.0,2.28,10.0,42,8215,78.2,136.0,35009.67,16028.42,4797.54,1970-01-01 00:00:00.000000015,946.68,1.0002762857142855,2.885828571428572,3.0,24.0,0
35000,15.31,838.36,13,1970-01-01 00:00:00.000000090,2014,5,155000.0,15.17,2.0,1,37733,57.3,236.0,48800.2788099502,13800.28,0.0,1970-01-01 00:00:00.000000023,13589.16,1.3942936802842911,4.428571428571429,5.0,14.0,0
15000,21.45,409.61,19,1970-01-01 00:00:00.000000043,2018,2,53000.0,27.29,10.0,9,5348,19.9,141.0,4879.57,3004.48,0.0,1970-01-01 00:00:00.000000032,409.61,0.3253046666666666,3.533333333333333,4.0,20.0,0
9750,14.33,334.8,11,1970-01-01 00:00:00.000000069,2013,6,60000.0,3.23,0.0,4,5547,86.7,66.0,12017.760009301,2267.76,0.0,1970-01-01 00:00:00.000000065,1638.96,1.232590770184718,6.153846153846154,5.0,12.0,0
35000,15.99,850.95,14,1970-01-01 00:00:00.000000053,2017,1,30000.0,46.56,10.0,3,21641,59.1,135.0,41194.8624507659,6194.86,0.0,1970-01-01 00:00:00.000000067,30194.69,1.176996070021883,0.8571428571428571,5.0,15.0,0
3000,6.11,91.42,0,1970-01-01 00:00:00.000000021,2018,8,30000.0,23.72,0.0,2,2938,33.4,76.0,545.97,83.24,0.0,1970-01-01 00:00:00.000000032,91.42,0.18199,10.0,7.0,1.0,0
7000,15.05,242.83,13,1970-01-01 00:00:00.000000043,2018,2,350000.0,35.47,10.0,47,311418,94.8,351.0,2908.11,913.8,0.0,1970-01-01 00:00:00.000000032,242.83,0.4154442857142857,50.0,5.0,14.0,0
15600,15.41,374.49,15,1970-01-01 00:00:00.000000029,2015,12,75000.0,15.54,8.0,4,3778,49.1,214.0,19929.529675771,4329.53,0.0,1970-01-01 00:00:00.000000040,10968.48,1.277533953575064,4.807692307692308,4.0,16.0,0
20000,15.49,698.12,13,1970-01-01 00:00:00.000000094,2018,5,61200.0,21.69,2.0,18,15470,50.6,189.0,6265.87,2095.57,0.0,1970-01-01 00:00:00.000000032,698.12,0.3132935,3.06,5.0,14.0,0
18000,11.49,395.78,9,1970-01-01 00:00:00.000000019,2016,8,129000.0,20.47,10.0,26,61101,99.8,240.0,21359.7671667873,3359.77,0.0,1970-01-01 00:00:00.000000058,13059.88,1.186653731488183,7.166666666666667,6.0,10.0,0
35000,16.01,851.32,14,1970-01-01 00:00:00.000000094,2018,5,30000.0,41.28,5.0,9,8726,66.6,163.0,8357.55,4274.76,0.0,1970-01-01 00:00:00.000000032,851.32,0.2387871428571428,0.8571428571428571,5.0,15.0,0
8000,20.39,298.91,18,1970-01-01 00:00:00.000000010,2018,4,49500.0,25.36,,33,17946,75.1,109.0,2672.07,1101.53,0.0,1970-01-01 00:00:00.000000041,298.91,0.33400875,6.1875,4.0,19.0,0
35000,17.99,1265.16,16,1970-01-01 00:00:00.000000093,2017,5,105000.0,24.26,4.0,42,35000,80.6,157.0,38348.1521645841,3348.15,0.0,1970-01-01 00:00:00.000000023,192.17,1.0956614904166886,3.0,4.0,17.0,0
26400,12.62,595.56,10,1970-01-01 00:00:00.000000054,2018,1,37000.0,17.69,10.0,33,8492,28.4,192.0,7723.77,3319.69,0.0,1970-01-01 00:00:00.000000032,595.56,0.2925670454545455,1.4015151515151516,5.0,11.0,0
26000,12.62,586.54,10,1970-01-01 00:00:00.000000124,2017,9,56000.0,43.23,10.0,10,6271,77.4,153.0,9952.95,4157.87,0.0,1970-01-01 00:00:00.000000032,586.54,0.3828057692307692,2.1538461538461537,5.0,11.0,0
15000,19.22,390.93,18,1970-01-01 00:00:00.000000039,2014,2,82000.0,18.31,10.0,9,16321,57.9,311.0,23455.4324137136,8455.43,0.0,1970-01-01 00:00:00.000000032,390.56,1.5636954942475734,5.466666666666667,4.0,19.0,0
10000,8.81,317.12,4,1970-01-01 00:00:00.000000105,2018,11,50000.0,11.71,10.0,4,6043,58.7,164.0,946.47,209.98,0.0,1970-01-01 00:00:00.000000032,317.12,0.094647,5.0,7.0,5.0,0
28100,23.63,802.36,27,1970-01-01 00:00:00.000000069,2013,6,63000.0,22.96,1.0,9,27137,89.6,246.0,48019.3313728445,19919.33,0.0,1970-01-01 00:00:00.000000031,3889.53,1.7088730025923309,2.2419928825622777,2.0,28.0,0
6400,13.59,217.47,11,1970-01-01 00:00:00.000000020,2017,8,16000.0,9.45,,30,2686,42.0,348.0,3912.05,1035.16,0.0,1970-01-01 00:00:00.000000032,217.47,0.6112578125,2.5,5.0,12.0,0
15000,10.41,486.91,7,1970-01-01 00:00:00.000000084,2018,3,285000.0,3.53,4.0,33,14876,49.3,188.0,5338.66,1239.29,0.0,1970-01-01 00:00:00.000000032,486.91,0.3559106666666666,19.0,6.0,8.0,0
8000,11.55,264.0,7,1970-01-01 00:00:00.000000120,2013,9,120000.0,22.28,0.0,2,5552,18.5,223.0,9435.37,1435.37,0.0,1970-01-01 00:00:00.000000029,2043.37,1.17942125,15.0,6.0,8.0,0
7000,14.08,239.52,12,1970-01-01 00:00:00.000000043,2018,2,42000.0,27.37,1.0,25,18861,60.1,358.0,7674.2858924402,674.29,0.0,1970-01-01 00:00:00.000000096,6003.13,1.0963265560628856,6.0,5.0,13.0,0
3600,8.49,113.63,4,1970-01-01 00:00:00.000000087,2011,5,95000.0,11.7,10.0,4,13965,17.9,196.0,4090.5352021371,490.54,0.0,1970-01-01 00:00:00.000000073,125.84,1.1362597783714166,26.38888888888889,7.0,5.0,0
25000,17.99,903.69,16,1970-01-01 00:00:00.000000123,2016,9,66700.0,32.31,1.0,29,17025,44.8,126.0,25303.31,7087.7,0.0,1970-01-01 00:00:00.000000032,903.69,1.0121324,2.668,4.0,17.0,0
3000,18.55,109.29,21,1970-01-01 00:00:00.000000018,2015,8,91000.0,22.17,10.0,33,49386,66.6,168.0,1635.8,519.45,218.12,1970-01-01 00:00:00.000000103,109.29,0.5452666666666667,30.33333333333333,3.0,22.0,0
25000,6.07,761.35,1,1970-01-01 00:00:00.000000010,2018,4,80000.0,20.99,,42,24646,45.6,296.0,6860.59,1029.57,0.0,1970-01-01 00:00:00.000000032,761.35,0.2744236,3.2,7.0,2.0,0
40000,10.9,1307.66,8,1970-01-01 00:00:00.000000010,2018,4,110000.0,16.85,10.0,4,42591,80.7,257.0,13028.16,3189.4,0.0,1970-01-01 00:00:00.000000032,1307.66,0.325704,2.75,6.0,9.0,0
20000,30.17,649.16,27,1970-01-01 00:00:00.000000115,2018,10,70000.0,14.35,10.0,5,1693,12.4,165.0,2563.12,1955.37,0.0,1970-01-01 00:00:00.000000032,649.16,0.128156,3.5,2.0,28.0,0
35000,14.65,1207.3,14,1970-01-01 00:00:00.000000061,2015,7,164000.0,20.51,10.0,30,15986,47.6,229.0,43574.3011617796,8574.3,0.0,1970-01-01 00:00:00.000000050,1207.13,1.2449800331937029,4.685714285714286,5.0,15.0,0
2125,15.59,74.28,15,1970-01-01 00:00:00.000000040,2015,2,11760.0,34.59,,33,4677,63.2,112.0,2670.3667718149,545.37,0.0,1970-01-01 00:00:00.000000031,74.25,1.2566431867364236,5.534117647058824,4.0,16.0,0
20000,12.74,671.38,10,1970-01-01 00:00:00.000000042,2017,2,73000.0,12.41,10.0,6,29907,46.4,516.0,5356.88,1545.11,0.0,1970-01-01 00:00:00.000000095,671.38,0.267844,3.65,5.0,11.0,0
9000,6.08,274.13,1,1970-01-01 00:00:00.000000104,2017,11,52000.0,33.28,10.0,28,10012,17.5,240.0,4105.87,553.63,0.0,1970-01-01 00:00:00.000000032,274.13,0.4562077777777777,5.777777777777778,7.0,2.0,0
11200,9.99,361.34,7,1970-01-01 00:00:00.000000081,2015,3,105000.0,5.05,5.0,44,20963,35.4,105.0,12270.3600090154,1070.36,0.0,1970-01-01 00:00:00.000000005,7946.71,1.0955678579478034,9.375,6.0,8.0,0
35000,5.32,1054.02,0,1970-01-01 00:00:00.000000124,2017,9,800000.0,5.49,2.0,30,35167,15.8,217.0,17908.0,2073.34,0.0,1970-01-01 00:00:00.000000032,1054.02,0.5116571428571428,22.857142857142858,7.0,1.0,0
3000,19.99,111.48,18,1970-01-01 00:00:00.000000062,2016,7,65000.0,5.13,1.0,33,1704,58.8,161.0,2674.13,893.98,194.9,1970-01-01 00:00:00.000000050,222.96,0.8913766666666667,21.666666666666668,4.0,19.0,0
9500,24.99,377.67,23,1970-01-01 00:00:00.000000072,2016,6,28000.0,19.85,10.0,23,4345,98.7,197.0,10781.7884859837,1281.79,0.0,1970-01-01 00:00:00.000000030,8548.74,1.134925103787758,2.9473684210526314,3.0,24.0,0
4800,13.49,162.87,11,1970-01-01 00:00:00.000000042,2017,2,32000.0,23.44,4.0,4,4131,53.0,98.0,5062.8679918274,262.87,0.0,1970-01-01 00:00:00.000000049,4432.96,1.0547641649640418,6.666666666666667,5.0,12.0,0
35000,23.99,1006.68,27,1970-01-01 00:00:00.000000071,2015,6,180000.0,12.74,2.0,22,20694,35.8,402.0,39867.64,4867.64,0.0,1970-01-01 00:00:00.000000038,33920.85,1.1390754285714286,5.142857142857143,2.0,28.0,0
12225,6.24,373.24,1,1970-01-01 00:00:00.000000061,2015,7,70000.0,19.27,0.0,23,12111,31.2,160.0,12991.29,766.29,0.0,1970-01-01 00:00:00.000000103,8121.29,1.0626822085889571,5.725971370143149,7.0,2.0,0
20000,14.08,466.2,12,1970-01-01 00:00:00.000000093,2017,5,51000.0,40.28,6.0,39,3661,77.9,137.0,9774.56,4297.14,0.0,1970-01-01 00:00:00.000000032,466.2,0.488728,2.55,5.0,13.0,0
11300,14.99,391.67,14,1970-01-01 00:00:00.000000101,2014,11,108000.0,19.67,10.0,19,45259,78.3,175.0,7670.49,2009.75,639.25,1970-01-01 00:00:00.000000075,391.67,0.678804424778761,9.557522123893806,5.0,15.0,0
10000,7.35,310.38,3,1970-01-01 00:00:00.000000104,2017,11,50000.0,20.72,10.0,33,11652,66.6,259.0,4651.62,750.12,0.0,1970-01-01 00:00:00.000000032,310.38,0.4651619999999999,5.0,7.0,4.0,0
12000,19.42,442.43,17,1970-01-01 00:00:00.000000010,2018,4,54000.0,6.78,0.0,4,414,5.0,333.0,4411.35,1740.25,0.0,1970-01-01 00:00:00.000000032,442.43,0.3676125,4.5,4.0,18.0,0
12000,10.9,392.3,8,1970-01-01 00:00:00.000000084,2018,3,58000.0,23.84,5.0,42,10256,64.0,144.0,4308.03,1046.92,0.0,1970-01-01 00:00:00.000000032,392.3,0.3590025,4.833333333333333,6.0,9.0,0
10000,15.31,348.18,13,1970-01-01 00:00:00.000000039,2014,2,40000.0,28.26,10.0,42,14051,87.8,182.0,12541.0747786078,2541.07,0.0,1970-01-01 00:00:00.000000066,347.88,1.25410747786078,4.0,5.0,14.0,0
8000,10.9,261.54,8,1970-01-01 00:00:00.000000094,2018,5,50900.0,7.0,6.0,16,6723,41.5,71.0,6844.72,578.5,0.0,1970-01-01 00:00:00.000000032,261.54,0.8555900000000001,6.3625,6.0,9.0,0
4200,16.2,148.08,13,1970-01-01 00:00:00.000000100,2013,11,42000.0,24.36,10.0,42,9581,74.3,110.0,5330.640000565,1130.64,0.0,1970-01-01 00:00:00.000000084,147.84,1.2692000001345238,10.0,5.0,14.0,0
20000,13.99,683.46,13,1970-01-01 00:00:00.000000018,2015,8,87500.0,24.06,0.0,29,425,9.0,220.0,24283.4500163028,4283.45,0.0,1970-01-01 00:00:00.000000085,6529.03,1.2141725008151398,4.375,5.0,14.0,0
9000,7.89,281.58,4,1970-01-01 00:00:00.000000112,2015,10,55000.0,13.62,4.0,29,11994,31.7,90.0,9986.262342471,986.26,0.0,1970-01-01 00:00:00.000000104,3799.39,1.109584704719,6.111111111111111,7.0,5.0,0
15000,6.11,457.08,0,1970-01-01 00:00:00.000000115,2018,10,64000.0,29.53,5.0,19,31942,49.2,159.0,1828.33,293.83,0.0,1970-01-01 00:00:00.000000032,457.08,0.1218886666666666,4.266666666666667,7.0,1.0,0
8000,9.44,256.04,5,1970-01-01 00:00:00.000000104,2017,11,48000.0,64.0,0.0,4,22286,90.6,380.0,3832.21,770.54,0.0,1970-01-01 00:00:00.000000032,256.04,0.47902625,6.0,6.0,6.0,0
24000,5.32,722.76,0,1970-01-01 00:00:00.000000041,2016,2,250000.0,8.68,10.0,9,54053,88.0,271.0,26001.0450555347,2001.05,0.0,1970-01-01 00:00:00.000000032,611.54,1.0833768773139458,10.416666666666666,7.0,1.0,0
12000,18.99,439.82,17,1970-01-01 00:00:00.000000053,2017,1,60000.0,29.88,8.0,42,9280,94.7,114.0,3590.46,814.37,1486.31,1970-01-01 00:00:00.000000057,439.82,0.299205,5.0,4.0,18.0,0
3725,19.92,138.29,17,1970-01-01 00:00:00.000000032,2018,12,30000.0,26.4,1.0,36,1989,37.5,63.0,272.46,118.28,0.0,1970-01-01 00:00:00.000000032,138.29,0.0731436241610738,8.053691275167786,4.0,18.0,0
